"condition","grain","movName","iteration","max_peakiness","min_peakiness","peakiness"
"Jumbled","f","Corn",291,0.000345810038728203,5.38640510262662e-05,6.4200525608364
"Uninterrupted","c","3Iron",292,9.73419444015861e-05,2.44946714905981e-05,3.97400489485843
"Interrupted","c","3Iron",292,0.000101905308728084,2.6246061726965e-05,3.88268951693378
"Jumbled","c","3Iron",292,0.00011712916275409,2.96931308276312e-05,3.94465519429479
"Uninterrupted","f","3Iron",292,0.000298206971965981,4.62353128448818e-05,6.4497665013419
"Interrupted","f","3Iron",292,0.000297945455156581,4.67829489330974e-05,6.36867623677724
"Jumbled","f","3Iron",292,0.000289072073252112,4.99109339874607e-05,5.79175844164198
"Uninterrupted","c","Corn",292,0.000140866332515406,2.54711141099193e-05,5.53043466836608
"Interrupted","c","Corn",292,0.000126877133010297,2.66972134035219e-05,4.75244854556841
"Jumbled","c","Corn",292,0.000125528802187712,3.02405051813216e-05,4.15101538268105
"Uninterrupted","f","Corn",292,0.000307954130668464,4.86920763376506e-05,6.32452246507185
"Interrupted","f","Corn",292,0.000297395670413518,4.97623999151038e-05,5.97631285711469
"Jumbled","f","Corn",292,0.000349264189880934,5.38640510262662e-05,6.48417976788675
"Uninterrupted","c","3Iron",293,0.00012678403437351,2.43589355234848e-05,5.2048265512783
"Interrupted","c","3Iron",293,0.000126284517227074,2.6246061726965e-05,4.8115606272971
"Jumbled","c","3Iron",293,0.000148321403891933,2.94376325056207e-05,5.03849634863172
"Uninterrupted","f","3Iron",293,0.000337301862874887,4.62353128448818e-05,7.29532995713742
"Interrupted","f","3Iron",293,0.000274486549090468,4.67829489330974e-05,5.86723486548489
"Jumbled","f","3Iron",293,0.000283782088980388,4.99109339874607e-05,5.68576995677306
"Uninterrupted","c","Corn",293,0.000131329042545928,2.56033361906678e-05,5.12937226492365
"Interrupted","c","Corn",293,0.000157205700938712,2.66972134035219e-05,5.88846852900286
"Jumbled","c","Corn",293,0.000158035233179939,3.0108941093028e-05,5.24878084193181
"Uninterrupted","f","Corn",293,0.000376262911469279,4.86920763376506e-05,7.7273950870388
"Interrupted","f","Corn",293,0.000385506994821733,4.76444026163257e-05,8.09133861801504
"Jumbled","f","Corn",293,0.000325818059997384,5.38640510262662e-05,6.04889631933741
"Uninterrupted","c","3Iron",294,0.000143673147583476,2.41213466483135e-05,5.95626561311913
"Interrupted","c","3Iron",294,0.000137436429121632,2.61399091355545e-05,5.25772405745269
"Jumbled","c","3Iron",294,9.68060009168401e-05,2.97502825734211e-05,3.25395231718998
"Uninterrupted","f","3Iron",294,0.000265763324379218,4.62353128448818e-05,5.74805939500932
"Interrupted","f","3Iron",294,0.00032434903947271,4.67829489330974e-05,6.93306101623799
"Jumbled","f","3Iron",294,0.000322731692016508,4.99109339874607e-05,6.46615212806052
"Uninterrupted","c","Corn",294,0.000146422569185162,2.54711141099193e-05,5.74857340567367
"Interrupted","c","Corn",294,0.000130088952741866,2.6875991994825e-05,4.84034050787464
"Jumbled","c","Corn",294,0.000155180948558833,3.0108941093028e-05,5.15398226989678
"Uninterrupted","f","Corn",294,0.000286535532881169,4.86920763376506e-05,5.88464395919812
"Interrupted","f","Corn",294,0.000333816176502997,4.97623999151038e-05,6.70820091218465
"Jumbled","f","Corn",294,0.000322551049693244,5.38640510262662e-05,5.98824343040882
"Uninterrupted","c","3Iron",295,0.000153104336494604,2.41213466483135e-05,6.34725493260588
"Interrupted","c","3Iron",295,0.000115069449577891,2.6246061726965e-05,4.38425584664647
"Jumbled","c","3Iron",295,0.000115583137692949,2.96931308276312e-05,3.89258843615749
"Uninterrupted","f","3Iron",295,0.000293863783976848,4.62353128448818e-05,6.35582990349287
"Interrupted","f","3Iron",295,0.000270907154732836,4.67829489330974e-05,5.79072420424481
"Jumbled","f","3Iron",295,0.000251284931219385,4.99109339874607e-05,5.0346669786327
"Uninterrupted","c","Corn",295,0.000112537124788044,2.56033361906678e-05,4.39540862760936
"Interrupted","c","Corn",295,0.000155765394505855,2.66972134035219e-05,5.83451883728457
"Jumbled","c","Corn",295,0.000149833336532449,3.0108941093028e-05,4.97637349880577
"Uninterrupted","f","Corn",295,0.000360996193603606,4.86920763376506e-05,7.41385910718435
"Interrupted","f","Corn",295,0.000315213782612579,4.97623999151038e-05,6.33437662070848
"Jumbled","f","Corn",295,0.000299669061603306,5.38640510262662e-05,5.5634334197622
"Uninterrupted","c","3Iron",296,0.00012101397582449,2.43589355234848e-05,4.96795008582448
"Interrupted","c","3Iron",296,0.000138191314466445,2.58675677973602e-05,5.34226161303606
"Jumbled","c","3Iron",296,9.30229927001138e-05,2.97502825734211e-05,3.12679358491945
"Uninterrupted","f","3Iron",296,0.000266252971561832,4.62353128448818e-05,5.758649724186
"Interrupted","f","3Iron",296,0.000358520117770147,4.67829489330974e-05,7.66347838146872
"Jumbled","f","3Iron",296,0.000308313754086692,4.99109339874607e-05,6.17727879354354
"Uninterrupted","c","Corn",296,0.000158213740263724,2.51715123778575e-05,6.28542845931256
"Interrupted","c","Corn",296,0.000109838041950281,2.6875991994825e-05,4.08684605842383
"Jumbled","c","Corn",296,0.000125604435780607,3.02405051813216e-05,4.15351645177501
"Uninterrupted","f","Corn",296,0.000335464527090689,4.86920763376506e-05,6.88950959421904
"Interrupted","f","Corn",296,0.000336095018504603,4.97623999151038e-05,6.75399536754642
"Jumbled","f","Corn",296,0.000354288183885985,5.38640510262662e-05,6.57745151238663
"Uninterrupted","c","3Iron",297,0.000101660097215149,2.44656793601699e-05,4.15521252112261
"Interrupted","c","3Iron",297,9.70532355054941e-05,2.6246061726965e-05,3.69782089652644
"Jumbled","c","3Iron",297,0.000116667104477422,2.96931308276312e-05,3.92909407750484
"Uninterrupted","f","3Iron",297,0.000290350290797239,4.62353128448818e-05,6.27983835150756
"Interrupted","f","3Iron",297,0.000273290731978587,4.67829489330974e-05,5.84167390493939
"Jumbled","f","3Iron",297,0.000265214277820196,4.99109339874607e-05,5.31375104875469
"Uninterrupted","c","Corn",297,9.33500034875975e-05,2.56542005192634e-05,3.6387804569276
"Interrupted","c","Corn",297,0.000127636088097435,2.6875991994825e-05,4.74907449451584
"Jumbled","c","Corn",297,0.00015564668463928,3.0108941093028e-05,5.16945063455989
"Uninterrupted","f","Corn",297,0.000355658983707905,4.86920763376506e-05,7.30424764065557
"Interrupted","f","Corn",297,0.000349468835870028,4.97623999151038e-05,7.02274883177324
"Jumbled","f","Corn",297,0.000314246795992991,5.38640510262662e-05,5.83407281861797
"Uninterrupted","c","3Iron",298,0.000116761923509846,2.44656793601699e-05,4.77247828645763
"Interrupted","c","3Iron",298,0.000122630989663952,2.6246061726965e-05,4.67235774036001
"Jumbled","c","3Iron",298,0.000107930199633056,2.96931308276312e-05,3.63485414386214
"Uninterrupted","f","3Iron",298,0.000325739954316415,4.62353128448818e-05,7.0452633338778
"Interrupted","f","3Iron",298,0.000288118893151405,4.67829489330974e-05,6.15863043527746
"Jumbled","f","3Iron",298,0.000295410703527463,4.99109339874607e-05,5.91875727273868
"Uninterrupted","c","Corn",298,0.000141394354178224,2.54711141099193e-05,5.5511648830139
"Interrupted","c","Corn",298,0.000150306524273261,2.66972134035219e-05,5.6300454283904
"Jumbled","c","Corn",298,0.000127150211873737,3.02405051813216e-05,4.20463253214013
"Uninterrupted","f","Corn",298,0.000386354323338954,4.86920763376506e-05,7.93464465675722
"Interrupted","f","Corn",298,0.000343481282197353,4.97623999151038e-05,6.90242598394256
"Jumbled","f","Corn",298,0.000295170703515995,5.38640510262662e-05,5.47992024164796
"Uninterrupted","c","3Iron",299,0.00010953064068804,2.43589355234848e-05,4.49652820758279
"Interrupted","c","3Iron",299,0.000128411722686859,2.61399091355545e-05,4.91247777568586
"Jumbled","c","3Iron",299,0.000123817106976207,2.96931308276312e-05,4.1698905950661
"Uninterrupted","f","3Iron",299,0.000322286237353049,4.62353128448818e-05,6.97056465118578
"Interrupted","f","3Iron",299,0.000297325736253313,4.67829489330974e-05,6.35542955358602
"Jumbled","f","3Iron",299,0.000305956935685814,4.99109339874607e-05,6.13005831072367
"Uninterrupted","c","Corn",299,0.000150474138132706,2.54711141099193e-05,5.90763864836624
"Interrupted","c","Corn",299,0.000134126621954193,2.6875991994825e-05,4.99057381695971
"Jumbled","c","Corn",299,0.000141723809892597,3.0108941093028e-05,4.70703401540131
"Uninterrupted","f","Corn",299,0.000338411385008109,4.86920763376506e-05,6.95002987059798
"Interrupted","f","Corn",299,0.000298970257501788,4.97623999151038e-05,6.00795496221727
"Jumbled","f","Corn",299,0.000315649300047494,5.38640510262662e-05,5.86011066812579
"Uninterrupted","c","3Iron",300,0.000112348133679019,2.44656793601699e-05,4.59207087712929
"Interrupted","c","3Iron",300,0.000117021082815571,2.6246061726965e-05,4.45861493556362
"Jumbled","c","3Iron",300,0.000103198512685357,2.97502825734211e-05,3.46882462143587
"Uninterrupted","f","3Iron",300,0.000321683113880767,4.62353128448818e-05,6.95752000121649
"Interrupted","f","3Iron",300,0.000286775933459134,4.67829489330974e-05,6.12992425657566
"Jumbled","f","3Iron",300,0.000252592644237486,5.12038142689285e-05,4.93308258073977
"Uninterrupted","c","Corn",300,0.000180083913385263,2.51715123778575e-05,7.15427466899748
"Interrupted","c","Corn",300,0.000101685785880559,2.6875991994825e-05,3.7835174939827
"Jumbled","c","Corn",300,0.000144012006030263,3.0108941093028e-05,4.78303124594476
"Uninterrupted","f","Corn",300,0.000274292392786272,4.86920763376506e-05,5.63320386841213
"Interrupted","f","Corn",300,0.000315906524559621,4.97623999151038e-05,6.34829761222464
"Jumbled","f","Corn",300,0.00033349986789499,5.38640510262662e-05,6.19151106425996
"Uninterrupted","c","3Iron",301,0.00010793932543051,2.44656793601699e-05,4.41186708292411
"Interrupted","c","3Iron",301,0.000111879757491678,2.6246061726965e-05,4.26272553404587
"Jumbled","c","3Iron",301,0.000126037358240683,2.96931308276312e-05,4.24466382384298
"Uninterrupted","f","3Iron",301,0.000282182688726698,4.62353128448818e-05,6.10318545206806
"Interrupted","f","3Iron",301,0.000324318166892532,4.67829489330974e-05,6.93240110529005
"Jumbled","f","3Iron",301,0.000305441906749817,4.99109339874607e-05,6.11973935063115
"Uninterrupted","c","Corn",301,0.000173538498533799,2.51715123778575e-05,6.89424202760476
"Interrupted","c","Corn",301,0.000105603058170845,2.6943977551455e-05,3.91935667141849
"Jumbled","c","Corn",301,0.000144823716578806,3.0108941093028e-05,4.80999036569709
"Uninterrupted","f","Corn",301,0.000373764902356728,4.86920763376506e-05,7.67609291838145
"Interrupted","f","Corn",301,0.000315240416707793,4.97623999151038e-05,6.33491184600427
"Jumbled","f","Corn",301,0.00035403643932442,5.38640510262662e-05,6.57277780967084
"Uninterrupted","c","3Iron",302,0.000124174708637707,2.43589355234848e-05,5.09770669239582
"Interrupted","c","3Iron",302,0.000194375543431285,2.58675677973602e-05,7.51425665350419
"Jumbled","c","3Iron",302,0.000126209706196696,2.96931308276312e-05,4.25046812777486
"Uninterrupted","f","3Iron",302,0.000296036342478055,4.62353128448818e-05,6.40281906323958
"Interrupted","f","3Iron",302,0.000273122982064344,4.67829489330974e-05,5.83808819864961
"Jumbled","f","3Iron",302,0.000323787664192556,4.99109339874607e-05,6.48730925920765
"Uninterrupted","c","Corn",302,0.000126907857565527,2.56033361906678e-05,4.9566922302799
"Interrupted","c","Corn",302,0.000124257206884694,2.6875991994825e-05,4.62335332249762
"Jumbled","c","Corn",302,0.000124189723991214,3.02405051813216e-05,4.10673443603452
"Uninterrupted","f","Corn",302,0.000294182758243508,4.86920763376506e-05,6.04169672707169
"Interrupted","f","Corn",302,0.000320997708960168,4.97623999151038e-05,6.45060747688617
"Jumbled","f","Corn",302,0.000350913738192491,5.38640510262662e-05,6.51480405774478
"Uninterrupted","c","3Iron",303,9.67581568155387e-05,2.44946714905981e-05,3.95017164662437
"Interrupted","c","3Iron",303,0.000114518365863742,2.61399091355545e-05,4.38097796246655
"Jumbled","c","3Iron",303,0.000118128218969662,2.96931308276312e-05,3.9783012325442
"Uninterrupted","f","3Iron",303,0.000321538547199631,4.62353128448818e-05,6.95439324220394
"Interrupted","f","3Iron",303,0.000321976973822162,4.67829489330974e-05,6.88235737945056
"Jumbled","f","3Iron",303,0.000306044545808164,4.99109339874607e-05,6.1318136399742
"Uninterrupted","c","Corn",303,9.52204956273536e-05,2.56542005192634e-05,3.71169218685469
"Interrupted","c","Corn",303,0.000160924484446823,2.63026665254308e-05,6.1181813749276
"Jumbled","c","Corn",303,0.000120847393409916,3.02405051813216e-05,3.99620947749772
"Uninterrupted","f","Corn",303,0.000314272258824669,4.86920763376506e-05,6.4542792680554
"Interrupted","f","Corn",303,0.000335460073628025,4.97623999151038e-05,6.74123583670261
"Jumbled","f","Corn",303,0.000347185137317871,5.38640510262662e-05,6.4455816208211
"Uninterrupted","c","3Iron",304,9.47445223542113e-05,2.44656793601699e-05,3.87254819126156
"Interrupted","c","3Iron",304,0.000138681655606317,2.61399091355545e-05,5.30536104342028
"Jumbled","c","3Iron",304,0.000101127054632444,2.97502825734211e-05,3.39919644066813
"Uninterrupted","f","3Iron",304,0.00029839863054138,4.62353128448818e-05,6.45391178691705
"Interrupted","f","3Iron",304,0.000299897716224807,4.67829489330974e-05,6.41040642080259
"Jumbled","f","3Iron",304,0.000278975887993338,4.99109339874607e-05,5.58947440381353
"Uninterrupted","c","Corn",304,0.000122516595821059,2.56033361906678e-05,4.78518091973167
"Interrupted","c","Corn",304,0.00013192723932327,2.66972134035219e-05,4.94161084639142
"Jumbled","c","Corn",304,0.000132943777800249,3.0108941093028e-05,4.41542521835926
"Uninterrupted","f","Corn",304,0.000342655059587675,4.86920763376506e-05,7.03718315915646
"Interrupted","f","Corn",304,0.000294694150724349,4.97623999151038e-05,5.92202448489434
"Jumbled","f","Corn",304,0.000342421513825453,5.38640510262662e-05,6.35714372204339
"Uninterrupted","c","3Iron",305,0.000117559496772587,2.43589355234848e-05,4.82613440391293
"Interrupted","c","3Iron",305,0.000106825316167683,2.6246061726965e-05,4.07014649584291
"Jumbled","c","3Iron",305,0.000131348812699262,2.96931308276312e-05,4.42354204619724
"Uninterrupted","f","3Iron",305,0.000314697372763551,4.62353128448818e-05,6.80642896954871
"Interrupted","f","3Iron",305,0.00031525619719174,4.67829489330974e-05,6.73869870072912
"Jumbled","f","3Iron",305,0.000278121566441884,4.99109339874607e-05,5.5723574820651
"Uninterrupted","c","Corn",305,0.000138623368604448,2.54711141099193e-05,5.44237554769791
"Interrupted","c","Corn",305,0.000101434359545802,2.6875991994825e-05,3.77416244078853
"Jumbled","c","Corn",305,0.000147590059347915,3.0108941093028e-05,4.90186814912899
"Uninterrupted","f","Corn",305,0.00030864281727762,4.86920763376506e-05,6.33866617511577
"Interrupted","f","Corn",305,0.000345286724481955,4.97623999151038e-05,6.9387072382165
"Jumbled","f","Corn",305,0.000316241610374852,5.38640510262662e-05,5.87110706212277
"Uninterrupted","c","3Iron",306,0.000155816748294598,2.43589355234848e-05,6.39669775981683
"Interrupted","c","3Iron",306,0.000123673860692753,2.61399091355545e-05,4.73122764319546
"Jumbled","c","3Iron",306,0.000103563290480591,2.96931308276312e-05,3.48778615100497
"Uninterrupted","f","3Iron",306,0.000303764567567989,4.62353128448818e-05,6.56996890206217
"Interrupted","f","3Iron",306,0.00029679991084212,4.67829489330974e-05,6.34418987282231
"Jumbled","f","3Iron",306,0.000293454882154661,4.99109339874607e-05,5.87957104205637
"Uninterrupted","c","Corn",306,0.000142868315173606,2.54711141099193e-05,5.60903282663901
"Interrupted","c","Corn",306,0.000157919097250527,2.66972134035219e-05,5.91519028085883
"Jumbled","c","Corn",306,0.000141744095000667,3.0108941093028e-05,4.70770773913033
"Uninterrupted","f","Corn",306,0.000278625462594545,4.86920763376506e-05,5.72219308666246
"Interrupted","f","Corn",306,0.000377829780199969,4.97623999151038e-05,7.5926760133064
"Jumbled","f","Corn",306,0.000319244082335723,5.38640510262662e-05,5.92684872847843
"Uninterrupted","c","3Iron",307,0.000146817155056291,2.43589355234848e-05,6.02724018521838
"Interrupted","c","3Iron",307,0.000107296112848257,2.6246061726965e-05,4.08808429868248
"Jumbled","c","3Iron",307,0.00015099952353594,2.94376325056207e-05,5.12947240261622
"Uninterrupted","f","3Iron",307,0.000357159850058801,4.62353128448818e-05,7.72482823371527
"Interrupted","f","3Iron",307,0.000320983580371782,4.67829489330974e-05,6.86112328726453
"Jumbled","f","3Iron",307,0.000299402725695644,4.99109339874607e-05,5.99874019129483
"Uninterrupted","c","Corn",307,0.0001040370578778,2.56542005192634e-05,4.05536153035365
"Interrupted","c","Corn",307,0.000140032275951824,2.6875991994825e-05,5.2103109711741
"Jumbled","c","Corn",307,0.000107505131601226,3.02405051813216e-05,3.55500448675134
"Uninterrupted","f","Corn",307,0.000338269504822676,4.86920763376506e-05,6.94711604567813
"Interrupted","f","Corn",307,0.00030929128612511,4.97623999151038e-05,6.21536112914109
"Jumbled","f","Corn",307,0.00035175831172566,5.38640510262662e-05,6.53048378322175
"Uninterrupted","c","3Iron",308,0.000156357304686296,2.43589355234848e-05,6.41888905759243
"Interrupted","c","3Iron",308,0.000137468025550937,2.61399091355545e-05,5.25893280034239
"Jumbled","c","3Iron",308,0.000113712177584578,2.96931308276312e-05,3.82957857306049
"Uninterrupted","f","3Iron",308,0.00034844837296553,4.62353128448818e-05,7.53641213880318
"Interrupted","f","3Iron",308,0.000278445633217154,4.67829489330974e-05,5.95186151294884
"Jumbled","f","3Iron",308,0.000311786109819615,4.99109339874607e-05,6.24684983650969
"Uninterrupted","c","Corn",308,0.000129705680041802,2.51715123778575e-05,5.15287592158741
"Interrupted","c","Corn",308,0.0001574424051315,2.6875991994825e-05,5.85810582031041
"Jumbled","c","Corn",308,0.000110605534483004,3.02496624614048e-05,3.65642210468048
"Uninterrupted","f","Corn",308,0.000316129530564368,4.86920763376506e-05,6.49242247079787
"Interrupted","f","Corn",308,0.000332968357538818,4.97623999151038e-05,6.69116357142888
"Jumbled","f","Corn",308,0.000303850177443436,5.38640510262662e-05,5.64105691373393
"Uninterrupted","c","3Iron",309,9.65348649475795e-05,2.44946714905981e-05,3.94105571020346
"Interrupted","c","3Iron",309,0.00010187491376614,2.6246061726965e-05,3.88153143987597
"Jumbled","c","3Iron",309,0.00012260322708978,2.96931308276312e-05,4.12900976328473
"Uninterrupted","f","3Iron",309,0.000312138491589058,4.62353128448818e-05,6.7510842337387
"Interrupted","f","3Iron",309,0.000334761464692716,4.67829489330974e-05,7.15562982511954
"Jumbled","f","3Iron",309,0.00027363577428194,4.99109339874607e-05,5.4824815410324
"Uninterrupted","c","Corn",309,0.000210334064391858,2.51715123778575e-05,8.35603603130663
"Interrupted","c","Corn",309,9.00071180683402e-05,2.6943977551455e-05,3.34052824593004
"Jumbled","c","Corn",309,0.000108207284852664,3.02405051813216e-05,3.57822345241439
"Uninterrupted","f","Corn",309,0.000338406836272744,4.86920763376506e-05,6.94993645220824
"Interrupted","f","Corn",309,0.000342069761162056,4.97623999151038e-05,6.87406077169987
"Jumbled","f","Corn",309,0.000311154666434506,5.38640510262662e-05,5.77666663583797
"Uninterrupted","c","3Iron",310,0.000142056568735795,2.41213466483135e-05,5.88924701456197
"Interrupted","c","3Iron",310,9.61616660715223e-05,2.6246061726965e-05,3.66385125021353
"Jumbled","c","3Iron",310,0.000148806569868387,2.94376325056207e-05,5.054977496576
"Uninterrupted","f","3Iron",310,0.000330189481878455,4.62353128448818e-05,7.14149989611255
"Interrupted","f","3Iron",310,0.000306397515967399,4.67829489330974e-05,6.54934165021463
"Jumbled","f","3Iron",310,0.00029911103357095,4.99109339874607e-05,5.99289593831476
"Uninterrupted","c","Corn",310,0.000147761853079505,2.54711141099193e-05,5.80115390484476
"Interrupted","c","Corn",310,8.36841758779432e-05,2.693659025117e-05,3.10671005860915
"Jumbled","c","Corn",310,0.00015065370432947,3.0108941093028e-05,5.00362014937668
"Uninterrupted","f","Corn",310,0.000307448315517325,4.86920763376506e-05,6.31413442682858
"Interrupted","f","Corn",310,0.000388485893809064,4.97623999151038e-05,7.80681587849126
"Jumbled","f","Corn",310,0.000307596350253,5.38640510262662e-05,5.71060557816203
"Uninterrupted","c","3Iron",311,0.000123113668166964,2.43589355234848e-05,5.05414811941465
"Interrupted","c","3Iron",311,0.000133345427521659,2.61399091355545e-05,5.10122000922673
"Jumbled","c","3Iron",311,0.000113232972634321,2.96931308276312e-05,3.81343999363485
"Uninterrupted","f","3Iron",311,0.00026316763777746,4.62353128448818e-05,5.69191861338498
"Interrupted","f","3Iron",311,0.00034630069966572,4.67829489330974e-05,7.40228454091153
"Jumbled","f","3Iron",311,0.00029452169567686,4.99109339874607e-05,5.90094538705395
"Uninterrupted","c","Corn",311,0.000124903214861452,2.56033361906678e-05,4.87839607820241
"Interrupted","c","Corn",311,0.000147416925818247,2.66972134035219e-05,5.52180947090155
"Jumbled","c","Corn",311,0.000167236472319009,3.0108941093028e-05,5.5543790730566
"Uninterrupted","f","Corn",311,0.000323683022387123,4.86920763376506e-05,6.64755021212433
"Interrupted","f","Corn",311,0.000309060986646413,4.97623999151038e-05,6.21073314739002
"Jumbled","f","Corn",311,0.000326442361897987,5.38640510262662e-05,6.06048664514299
"Uninterrupted","c","3Iron",312,0.000126327510656293,2.43589355234848e-05,5.18608502142875
"Interrupted","c","3Iron",312,0.000132455155860423,2.61399091355545e-05,5.06716206141142
"Jumbled","c","3Iron",312,0.000108920485092368,2.96931308276312e-05,3.66820480213595
"Uninterrupted","f","3Iron",312,0.000315039309599193,4.62353128448818e-05,6.81382454696785
"Interrupted","f","3Iron",312,0.000262307823632137,4.67829489330974e-05,5.60691084282125
"Jumbled","f","3Iron",312,0.000290581296776841,4.99109339874607e-05,5.82199677629443
"Uninterrupted","c","Corn",312,0.000117045883481061,2.56542005192634e-05,4.56244517903307
"Interrupted","c","Corn",312,0.000114124911299797,2.6875991994825e-05,4.24635158850216
"Jumbled","c","Corn",312,0.000102051017795893,3.02405051813216e-05,3.3746465935009
"Uninterrupted","f","Corn",312,0.00034590240677895,4.86920763376506e-05,7.10387465057606
"Interrupted","f","Corn",312,0.000348495943567763,4.97623999151038e-05,7.00319808052483
"Jumbled","f","Corn",312,0.000311766533271002,5.38640510262662e-05,5.78802610147114
"Uninterrupted","c","3Iron",313,0.00011465877829062,2.44656793601699e-05,4.68651520371369
"Interrupted","c","3Iron",313,0.000122807604326875,2.6246061726965e-05,4.67908692757144
"Jumbled","c","3Iron",313,0.000135689886873294,2.96931308276312e-05,4.56973997322728
"Uninterrupted","f","3Iron",313,0.00026670245669783,4.62353128448818e-05,5.76837140894038
"Interrupted","f","3Iron",313,0.00034537875056878,4.67829489330974e-05,7.38257759387279
"Jumbled","f","3Iron",313,0.000283366132428699,4.99109339874607e-05,5.67743598025814
"Uninterrupted","c","Corn",313,0.000162956553713047,2.51715123778575e-05,6.47384834358997
"Interrupted","c","Corn",313,0.000148291262175137,2.66972134035219e-05,5.55455956896141
"Jumbled","c","Corn",313,0.000130157332350952,3.02405051813216e-05,4.30407268564233
"Uninterrupted","f","Corn",313,0.00026051776679887,4.86920763376506e-05,5.35031131127648
"Interrupted","f","Corn",313,0.000333219107067743,4.97623999151038e-05,6.69620250703796
"Jumbled","f","Corn",313,0.000315307536921851,5.38640510262662e-05,5.85376574755016
"Uninterrupted","c","3Iron",314,0.000116129282830687,2.44656793601699e-05,4.74661999452774
"Interrupted","c","3Iron",314,9.82674043165755e-05,2.6246061726965e-05,3.74408188698331
"Jumbled","c","3Iron",314,0.000126505404137412,2.96931308276312e-05,4.26042659064068
"Uninterrupted","f","3Iron",314,0.000332335699054573,4.62353128448818e-05,7.18791933277386
"Interrupted","f","3Iron",314,0.00034980609290157,4.50596826486229e-05,7.76317258222548
"Jumbled","f","3Iron",314,0.000305633618163405,4.99109339874607e-05,6.12358042107949
"Uninterrupted","c","Corn",314,0.000140527514362045,2.56033361906678e-05,5.4886407503904
"Interrupted","c","Corn",314,9.65891858222556e-05,2.6943977551455e-05,3.58481540588427
"Jumbled","c","Corn",314,0.00014909060273986,3.0108941093028e-05,4.95170528512488
"Uninterrupted","f","Corn",314,0.000311521508240492,4.86920763376506e-05,6.39778649159004
"Interrupted","f","Corn",314,0.000290504434100504,4.97623999151038e-05,5.83783006036914
"Jumbled","f","Corn",314,0.000327799661127662,5.38640510262662e-05,6.08568525541859
"Uninterrupted","c","3Iron",315,0.000128881062362305,2.43589355234848e-05,5.29091520596409
"Interrupted","c","3Iron",315,0.00012560771410782,2.61399091355545e-05,4.80520852067435
"Jumbled","c","3Iron",315,0.000131929772867845,2.96931308276312e-05,4.44310751984014
"Uninterrupted","f","3Iron",315,0.000324219833754173,4.62353128448818e-05,7.01238542154829
"Interrupted","f","3Iron",315,0.000326428386576126,4.67829489330974e-05,6.97750770356395
"Jumbled","f","3Iron",315,0.000285179414829286,4.99109339874607e-05,5.71376634428305
"Uninterrupted","c","Corn",315,0.000113278266862062,2.56542005192634e-05,4.41558359134999
"Interrupted","c","Corn",315,0.000173911235718184,2.66972134035219e-05,6.51420929553799
"Jumbled","c","Corn",315,0.000131900360673878,3.0108941093028e-05,4.38077049160725
"Uninterrupted","f","Corn",315,0.000320775140488786,4.86920763376506e-05,6.58783039491686
"Interrupted","f","Corn",315,0.000311425383969416,4.97623999151038e-05,6.25824687918425
"Jumbled","f","Corn",315,0.00031409892715856,5.38640510262662e-05,5.83132759556821
"Uninterrupted","c","3Iron",316,0.000167063542753137,2.41213466483135e-05,6.92596251730487
"Interrupted","c","3Iron",316,0.000137974299321717,2.61399091355545e-05,5.27830064772681
"Jumbled","c","3Iron",316,0.00011747326461134,2.96931308276312e-05,3.95624379568706
"Uninterrupted","f","3Iron",316,0.000350070439210118,4.62353128448818e-05,7.57149498230053
"Interrupted","f","3Iron",316,0.000315804548423505,4.67829489330974e-05,6.75041987787314
"Jumbled","f","3Iron",316,0.000318602162506263,4.99109339874607e-05,6.38341415502877
"Uninterrupted","c","Corn",316,0.000121711280438497,2.56033361906678e-05,4.75372738662313
"Interrupted","c","Corn",316,0.000112485575584672,2.6875991994825e-05,4.18535530172547
"Jumbled","c","Corn",316,0.000145624662621162,3.0108941093028e-05,4.83659196685872
"Uninterrupted","f","Corn",316,0.000403182022153778,4.64730738348248e-05,8.67560479400981
"Interrupted","f","Corn",316,0.000312295748972898,4.97623999151038e-05,6.27573729373351
"Jumbled","f","Corn",316,0.000314747854730193,5.38640510262662e-05,5.84337510330796
"Uninterrupted","c","3Iron",317,0.000149067021479657,2.41213466483135e-05,6.17987974108731
"Interrupted","c","3Iron",317,0.000159770677312955,2.61399091355545e-05,6.11213591005338
"Jumbled","c","3Iron",317,9.92419888692184e-05,2.96931308276312e-05,3.34225412083754
"Uninterrupted","f","3Iron",317,0.000290309169717482,4.62353128448818e-05,6.2789489646466
"Interrupted","f","3Iron",317,0.000272347222569308,4.67829489330974e-05,5.82150609955739
"Jumbled","f","3Iron",317,0.000285668984691694,4.99109339874607e-05,5.72357521426996
"Uninterrupted","c","Corn",317,0.000122084829461121,2.56033361906678e-05,4.76831724396992
"Interrupted","c","Corn",317,0.00012509643065666,2.6875991994825e-05,4.65457910095923
"Jumbled","c","Corn",317,0.000134432018800424,3.0108941093028e-05,4.46485375839247
"Uninterrupted","f","Corn",317,0.000334750497807983,4.86920763376506e-05,6.87484541605265
"Interrupted","f","Corn",317,0.000330038531677683,4.97623999151038e-05,6.63228727394055
"Jumbled","f","Corn",317,0.000292958334432043,5.38640510262662e-05,5.43884703898682
"Uninterrupted","c","3Iron",318,0.000144618935829266,2.41213466483135e-05,5.99547520865204
"Interrupted","c","3Iron",318,0.000155053960455565,2.61399091355545e-05,5.93169469914749
