"trial_type","trial_index","time_elapsed","rt","exp_condition","grain","mov_name","response","subid","recall_time","condition","movName"
"typing-period",711,2474825,"28734.580000513233","jumbled","f","iron","man sleeps on couch",30,"1311.5099999122322","Jumbled","3Iron"
"typing-period",713,2484539,"122481.7800008459","jumbled","f","iron","woman has black eye and split lip",30,"2666.5600000414997","Jumbled","3Iron"
"typing-period",715,2518092,"404963.99000135716","jumbled","f","iron","woman leaves with man for something",30,"21267.779999994673","Jumbled","3Iron"
"typing-period",717,2529712,"null","jumbled","f","iron","",30,"null","Jumbled","3Iron"
"typing-period",374,1185946,"1277709","ordered","f","iron","man enters unknown apartment and picks lock to get in, taking off a flyer from the door lock before entering",31,"2191","Interrupted","3Iron"
"typing-period",376,1204390,"928351","ordered","f","iron","he enters the room/apartment and begins to get comfy in the household",31,"2206","Interrupted","3Iron"
"typing-period",378,1221353,"743998","ordered","f","iron","he cooks, showers, does laundry, cleans, and fixes items",31,"1165","Interrupted","3Iron"
"typing-period",380,1237997,"570263","ordered","f","iron","he exits the apartment when he realizes that the family is coming back",31,"895","Interrupted","3Iron"
"typing-period",382,1247503,"280392","ordered","f","iron","he enters a second house with the flyer on it",31,"889","Interrupted","3Iron"
"typing-period",384,1264813,"948438","ordered","f","iron","he starts to do his normal routine of cleaning eating, and getting himself comfortable",31,"617","Interrupted","3Iron"
"typing-period",386,1270171,"101194","ordered","f","iron","there is a bruised woman in the house",31,"666","Interrupted","3Iron"
"typing-period",388,1281280,"410974","ordered","f","iron","the woman quietly observes him as he continues to do his task",31,"601","Interrupted","3Iron"
"typing-period",390,1291873,"314743","ordered","f","iron","every time he enters a new house he presses the phone",31,"612","Interrupted","3Iron"
"typing-period",392,1304948,"544972","ordered","f","iron","he also takes a picture/selfie with one of the objects in the house",31,"645","Interrupted","3Iron"
"typing-period",394,1315697,"291652","ordered","f","iron","in this new house, the woman looks very lonely and longing",31,"757","Interrupted","3Iron"
"typing-period",396,1320747,"59515","ordered","f","iron","the man fixes a scale",31,"763","Interrupted","3Iron"
"typing-period",398,1339366,"1058501","ordered","f","iron","he eventually picks out pink clothing and places it outside the bathroom while the woman is taking a bath",31,"624","Interrupted","3Iron"
"typing-period",400,1353071,"514466","ordered","f","iron","they acknowledge each others existences and begin doing the chores together",31,"827","Interrupted","3Iron"
"typing-period",402,1369341,"827180","ordered","f","iron","when a girl rings the doorbell, the two are signalled that their time to leave has come",31,"967","Interrupted","3Iron"
"typing-period",404,1370487,"294","ordered","f","iron","",31,"851","Interrupted","3Iron"
"typing-period",406,1379107,"174125","ordered","f","iron","they drive away together on the mans motorcycle",31,"1494","Interrupted","3Iron"
"typing-period",408,1383325,"46862","ordered","f","iron","they enter a new house",31,"553","Interrupted","3Iron"
"typing-period",410,1389973,"145259","ordered","f","iron","the woman is warming up to the man",31,"569","Interrupted","3Iron"
"typing-period",412,1413565,"1669567","ordered","f","iron","she begins to help him out with his chores such as washing the clothes and giving him tools that could help him fix the disfunctional machines",31,"727","Interrupted","3Iron"
"typing-period",414,1419679,"67378","ordered","f","iron","the two go to a park",31,"1300","Interrupted","3Iron"
"typing-period",416,1432988,"525482","ordered","f","iron","the man ties a golf ball to some wire and starts to practice swinging",31,"921","Interrupted","3Iron"
"typing-period",418,1442294,"301348","ordered","f","iron","the woman sits crouched next to a tree while he does all this",31,"495","Interrupted","3Iron"
"typing-period",420,1463342,"1202786","ordered","f","iron","man swings at the golf ball and even scares a passerby who thinks he",31,"1230","Interrupted","3Iron"
"typing-period",656,2122897,"257559","ordered","f","corn","man is building a house on a secluded island",31,"1110","Interrupted","Corn"
"typing-period",658,2137472,"552660","ordered","f","corn","he is building everythign from scratch and seems to have no one else aruond him",31,"1242","Interrupted","Corn"
"typing-period",660,2147011,"188539","ordered","f","corn","one day he brings a girl he found to his hideout",31,"1185","Interrupted","Corn"
"typing-period",662,2161000,"662109","ordered","f","corn","the girl remains solitary for some time, distracting herself with the things around her",31,"609","Interrupted","Corn"
"typing-period",664,2173216,"551677","ordered","f","corn","eventually, the girl starts to help out the man in building the house",31,"773","Interrupted","Corn"
"typing-period",666,2185675,"411442","ordered","f","corn","at some point a group of army men pass by",31,"533","Interrupted","Corn"
"typing-period",668,2203124,"861181","ordered","f","corn","the girl moves from her original position as the man nods in acknowledgement towards the army men",31,"547","Interrupted","Corn"
"typing-period",670,2214924,"346130","ordered","f","corn","the army men nod back and nothing ever happens",31,"366","Interrupted","Corn"
"typing-period",672,2230967,"728262","ordered","f","corn","the two continue to build the house, this time the girl is much more amicable",31,"459","Interrupted","Corn"
"typing-period",674,2244318,"638159","ordered","f","corn","she shares her food with him and seems to be getting comfortable with his presence",31,"704","Interrupted","Corn"
"typing-period",676,2263329,"1027608","ordered","f","corn","she helps out in building the house by carrying planks and giving him the tools he needs to make the process faster",31,"562","Interrupted","Corn"
"typing-period",678,2276222,"550116","ordered","f","corn","when they finish the walls of the house, they begin on the roof",31,"623","Interrupted","Corn"
"typing-period",680,2291313,"726602","ordered","f","corn","the roof is made out of hay and the girl helps to carry the hay to the house from the boat",31,"677","Interrupted","Corn"
"typing-period",682,2300706,"284551","ordered","f","corn","the girl seems to be getting accustomed to her life with this man",31,"602","Interrupted","Corn"
"typing-period",684,2329834,"403552","ordered","f","corn","she is willing to work and bathe herself in the surrounding water",31,"18757","Interrupted","Corn"
"typing-period",686,2355184,"974941","ordered","f","corn","the two don't seem to be very close but they have some connection for sure",31,"8045","Interrupted","Corn"
"typing-period",688,2368915,"596880","ordered","f","corn","the movie clip ends off with them finishing the small house",31,"1619","Interrupted","Corn"
"typing-period",690,2383622,"475965","ordered","f","corn","after building the house, the man locks it ",31,"403","Interrupted","Corn"
"typing-period",692,2390702,"116866","ordered","f","corn","the two share many memories together",31,"637","Interrupted","Corn"
"typing-period",694,2412617,"null","ordered","f","corn","",31,"449","Interrupted","Corn"
"typing-period",341,1400758,"118864.52000000281","jumbled","f","iron","guy takes out bag from motorcycle",32,"13610.459999996237","Jumbled","3Iron"
"typing-period",343,1408523,"182656.81000065524","jumbled","f","iron","guy opens and closes door to house",32,"970.5799999937881","Jumbled","3Iron"
"typing-period",345,1415862,"107190.06500035175","jumbled","f","iron","guy takes out food from fridge",32,"1066.4549999928568","Jumbled","3Iron"
"typing-period",347,1424194,"163838.00999965752","jumbled","f","iron","guy prepares some rice for the girl",32,"1556.1300000117626","Jumbled","3Iron"
"typing-period",349,1432856,"201687.7149999782","jumbled","f","iron","guy is eating while the girl watches from stairs",32,"1344.5449999999255","Jumbled","3Iron"
"typing-period",351,1441221,"212152.11999951862","jumbled","f","iron","guy enters the room where girl is hiding",32,"542.7599999820814","Jumbled","3Iron"
"typing-period",353,1447257,"135468.33499960485","jumbled","f","iron","guy is picking up laundry from the floor",32,"454.7200000088196","Jumbled","3Iron"
"typing-period",355,1457152,"259024.4299993792","jumbled","f","iron","guy is hanging laundry for it to dry",32,"408.09499999159016","Jumbled","3Iron"
"typing-period",357,1470264,"510196.56999982544","jumbled","f","iron","guy is watering plants and looking back at girl while she eats",32,"657.7549999929033","Jumbled","3Iron"
"typing-period",359,1485851,"545912.6299995114","jumbled","f","iron","guy and girl are riding the motorcycle together (night and day)",32,"1561.1449999851175","Jumbled","3Iron"
"typing-period",361,1491115,"3838.8250000134576","jumbled","f","iron","",32,"1423.7749999738298","Jumbled","3Iron"
"typing-period",363,1511414,"989863.6499987333","jumbled","f","iron","a small group of people are walking in the parking lot",32,"1115.3950000007171","Jumbled","3Iron"
"typing-period",365,1522181,"237456.62000009906","jumbled","f","iron","guy attaches a golf ball to a tree",32,"614.8299999767914","Jumbled","3Iron"
"typing-period",367,1532088,"163575.04499936476","jumbled","f","iron","guy hits the golf ball",32,"1471.9900000200141","Jumbled","3Iron"
"typing-period",369,1561691,"1328370.7699993975","jumbled","f","iron","some passerbys 'dodge' the golf ball insinctively",32,"628.0999999726191","Jumbled","3Iron"
"typing-period",371,1585175,"191521.88499944168","jumbled","f","iron","guys looks at telephone",32,"14769.455000001471","Jumbled","3Iron"
"typing-period",373,1593389,"195531.61499925773","jumbled","f","iron","the guy and girl pose for a picture in front of boxer",32,"1567.3299999907613","Jumbled","3Iron"
"typing-period",375,1606615,"311113.1400001759","jumbled","f","iron","the guy takes pictures/video of himself",32,"2690.7549999887124","Jumbled","3Iron"
"typing-period",377,1620797,"327451.4850009","jumbled","f","iron","the guy takes a shower and puts on shampoo",32,"3743.1349999969825","Jumbled","3Iron"
"typing-period",379,1645995,"312744.9599991087","jumbled","f","iron","the guy looks around, supposedly after hearing  anoise",32,"16387.6600000076","Jumbled","3Iron"
"typing-period",381,1670643,"187612.52500029514","jumbled","f","iron","the guy and girl see themselves on a screen",32,"16207.330000004731","Jumbled","3Iron"
"typing-period",383,1681141,"7199.579999840353","jumbled","f","iron","the guy st",32,"9270.369999983814","Jumbled","3Iron"
"typing-period",619,2426291,"202467.54999940284","jumbled","f","corn","man is paddling on a boat with some wood",32,"3698.914999986533","Jumbled","Corn"
"typing-period",621,2444922,"716670.4899991378","jumbled","f","corn","man fastens boat to little island",32,"1732.0999999935739","Jumbled","Corn"
"typing-period",623,2455753,"337666.81500004977","jumbled","f","corn","man sits on side of the boat and dabs face with cloth",32,"1456.0899999924004","Jumbled","Corn"
"typing-period",625,2462676,"118295.33499954548","jumbled","f","corn","man grabs wood to bring to house",32,"1111.8849999913946","Jumbled","Corn"
"typing-period",627,2472926,"242842.7950001941","jumbled","f","corn","girl grabs grain stalks and walks to the house",32,"1623.9549999879673","Jumbled","Corn"
"typing-period",629,2478842,"36224.69499983685","jumbled","f","corn","man shovels dirt",32,"667.3399999854155","Jumbled","Corn"
"typing-period",631,2492144,"352419.06999931904","jumbled","f","corn","girl stands on tree limbs out by the water",32,"2266.954999999143","Jumbled","Corn"
"typing-period",633,2498402,"96386.38499975204","jumbled","f","corn","girl washes legs by the bank",32,"462.52999998955056","Jumbled","Corn"
"typing-period",635,2506376,"114712.31999970041","jumbled","f","corn","girl balances on wood plank",32,"1109.145000024233","Jumbled","Corn"
"typing-period",637,2516351,"42546.16500003589","jumbled","f","corn","man builds a fire",32,"5496.614999981597","Jumbled","Corn"
"typing-period",639,2524863,"148428.910000104","jumbled","f","corn","man and girl eat together",32,"845.8000000100583","Jumbled","Corn"
"typing-period",641,2536828,"469296.7599989986","jumbled","f","corn","girl sits next to the man by the fire",32,"459.7800000049174","Jumbled","Corn"
"typing-period",643,2547458,"172435.20000015432","jumbled","f","corn","man nods to soldiers passing by on motorcraft",32,"2886.8949999744073","Jumbled","Corn"
"typing-period",645,2561440,"539886.0199991907","jumbled","f","corn","girl gives look of contempt to soldiers passing by",32,"1292.4200000120327","Jumbled","Corn"
"typing-period",647,2579222,"357474.55999966944","jumbled","f","corn","man climbs a ladder to hammer in nails for the roof",32,"6019.079999998212","Jumbled","Corn"
"typing-period",649,2584806,"114941.87000013655","jumbled","f","corn","girl holds ladder while man is on it",32,"454.2850000145845","Jumbled","Corn"
"typing-period",651,2592602,"172705.0700003272","jumbled","f","corn","man takes the ladder down and puts it in the house",32,"418.78500001644716","Jumbled","Corn"
"typing-period",653,2600389,"88481.20000021998","jumbled","f","corn","girl drinks out of a vase of water",32,"2679.3800000161864","Jumbled","Corn"
"typing-period",655,2617644,"241793.83000001125","jumbled","f","corn","the man and girl get on the boat together",32,"7558.0149999875575","Jumbled","Corn"
"typing-period",657,2633133,"405837.10000023944","jumbled","f","corn","the girl holds a wood plank while the man hammers in nails",32,"3680.6349999969825","Jumbled","Corn"
"typing-period",659,2658864,"519465.9300006451","jumbled","f","corn","the girl goes into the water with boots and grabs a board",32,"11546.094999997877","Jumbled","Corn"
"typing-period",661,2702347,"636215.5799989803","jumbled","f","corn","the man holds a weight up to a beam of wood",32,"25651.785000023432","Jumbled","Corn"
"typing-period",663,2715023,"null","jumbled","f","corn","",32,"null","Jumbled","Corn"
"typing-period",290,911328,"130543.76500012586","ordered","c","corn","the man was rowing a boat",33,"3368.6699999962","Interrupted","Corn"
"typing-period",292,922977,"341143.76000047196","ordered","c","corn","he arrived on a patch of land and was chopping wood",33,"938.7100000167266","Interrupted","Corn"
"typing-period",294,931907,"133760.99499943666","ordered","c","corn","a girl showed up on the island ",33,"874.4850000366569","Interrupted","Corn"
"typing-period",296,939447,"101040.90000072028","ordered","c","corn","they started a fire together",33,"1703.075000026729","Interrupted","Corn"
"typing-period",298,950883,"214909.29000050528","ordered","c","corn","the man was placing wood into the ground ",33,"571.7000000295229","Interrupted","Corn"
"typing-period",300,968004,"737504.1950002196","ordered","c","corn","a boat of military man rode past the man and girl constructing the house",33,"693.8850000151433","Interrupted","Corn"
"typing-period",302,974094,"61040.66500015324","ordered","c","corn","they finished the house ",33,"647.8699999861419","Interrupted","Corn"
"typing-period",304,979276,"64016.36999932816","ordered","c","corn","the man locked up the house ",33,"406.3999999780208","Interrupted","Corn"
"typing-period",306,991542,"385240.73000019416","ordered","c","corn","the man and girl were laying next to each other on the island ",33,"543.1999999564141","Interrupted","Corn"
"typing-period",308,999011,"141126.49999919813","ordered","c","corn","the girl left the island for a little bit  ",33,"534.540000022389","Interrupted","Corn"
"typing-period",310,1003312,"1096.529999980703","ordered","c","corn","",33,"3202.7999999700114","Interrupted","Corn"
"typing-period",312,1004998,"497.93999997200444","ordered","c","corn","",33,"1185.87500002468","Interrupted","Corn"
"typing-period",314,1199404,"null","ordered","c","corn","",33,"null","Interrupted","Corn"
"typing-period",558,1995934,"92645.14999947278","ordered","c","iron","man was on his motorcycle",33,"5492.450000019744","Interrupted","3Iron"
"typing-period",560,2007581,"246821.9650000101","ordered","c","iron","the man appears to break into a home",33,"376.4699999592267","Interrupted","3Iron"
"typing-period",562,2015189,"142555.85499922745","ordered","c","iron","he does his laundry in the house",33,"410.50499997800216","Interrupted","3Iron"
"typing-period",564,2019986,"77470.45499942033","ordered","c","iron","he takes a shower in the house",33,"208.8099999818951","Interrupted","3Iron"
"typing-period",566,2034248,"439914.2100001336","ordered","c","iron","he takes a photo of himself and looks at a photo album ",33,"199.53000004170462","Interrupted","3Iron"
"typing-period",568,2042010,"216897.81999966362","ordered","c","iron","he sees a family arrive and leaves the house",33,"187.54000001354143","Interrupted","3Iron"
"typing-period",570,2050783,"219634.2850010842","ordered","c","iron","he drievs his motorcyle to another house",33,"181.23500002548099","Interrupted","3Iron"
"typing-period",572,2055868,"85910.15999933006","ordered","c","iron","he walks in a sees a girl crying",33,"190.94500003848225","Interrupted","3Iron"
"typing-period",574,2071555,"497532.0150011685","ordered","c","iron","he hits a golf while the giril is watching ",33,"606.6499999724329","Interrupted","3Iron"
"typing-period",576,2077781,"11474.104999913834","ordered","c","iron"," ",33,"326.52499998221174","Interrupted","3Iron"
"typing-period",578,2086303,"59048.745000269264","ordered","c","iron","he weighs himself",33,"3924.1950000287034","Interrupted","3Iron"
"typing-period",580,2090539,"49714.55499937292","ordered","c","iron","the girl weights herself",33,"603.5550000378862","Interrupted","3Iron"
"typing-period",582,2282614,"null","ordered","c","iron","",33,"null","Interrupted","3Iron"
"typing-period",347,1054961,"110383","ordered","c","iron","man gets off motorcycle",35,"1391","Interrupted","3Iron"
"typing-period",349,1061039,"104940","ordered","c","iron","man enters house 1 by picking lock",35,"763","Interrupted","3Iron"
"typing-period",351,1068056,"137821","ordered","c","iron","man washes clothes on the floor",35,"609","Interrupted","3Iron"
"typing-period",353,1077728,"91246","ordered","c","iron","man modifies scale",35,"492","Interrupted","3Iron"
"typing-period",355,1081323,"28969","ordered","c","iron","man modifies radio",35,"614","Interrupted","3Iron"
"typing-period",357,1086171,"74555","ordered","c","iron","man breaks into second house",35,"577","Interrupted","3Iron"
"typing-period",359,1092680,"152113","ordered","c","iron","scared girl found in second house",35,"344","Interrupted","3Iron"
"typing-period",361,1101984,"191473","ordered","c","iron","man cooks dinner while she watchs",35,"659","Interrupted","3Iron"
"typing-period",363,1108321,"85199","ordered","c","iron","man cooks rice for woman",35,"1148","Interrupted","3Iron"
"typing-period",365,1115681,"148669","ordered","c","iron","man and woman ride on motorcycle together",35,"488","Interrupted","3Iron"
"typing-period",367,1123927,"205216","ordered","c","iron","man takes picture of himself with wall photo",35,"506","Interrupted","3Iron"
"typing-period",369,1134649,"387040","ordered","c","iron","man and woman take pictures of themselves with boxing photo",35,"398","Interrupted","3Iron"
"typing-period",371,1146545,"319318","ordered","c","iron","man takes shower",35,"523","Interrupted","3Iron"
"typing-period",373,1149194,"21119","ordered","c","iron","man takes bath",35,"238","Interrupted","3Iron"
"typing-period",375,1156720,"112539","ordered","c","iron","man cuts woman's hair",35,"348","Interrupted","3Iron"
"typing-period",377,1166963,"236592","ordered","c","iron","woman washes clothes on floor",35,"667","Interrupted","3Iron"
"typing-period",379,1170753,"54655","ordered","c","iron","man hangs clothes up to dry",35,"282","Interrupted","3Iron"
"typing-period",381,1186943,"472930","ordered","c","iron","woman watches man from staircase",35,"565","Interrupted","3Iron"
"typing-period",383,1210893,"195943","ordered","c","iron","man sees family coming back to apartment in a car",35,"16718","Interrupted","3Iron"
"typing-period",385,1277333,"74914","ordered","c","iron","woman hands man scissors",35,"62036","Interrupted","3Iron"
"typing-period",387,1316575,"210849","ordered","c","iron","man hits golf ball in park that is attached to tree",35,"31584","Interrupted","3Iron"
"typing-period",389,1341827,"52514","ordered","c","iron","man turns on radio in house",35,"21608","Interrupted","3Iron"
"typing-period",391,1347069,"null","ordered","c","iron","",35,"null","Interrupted","3Iron"
"typing-period",627,2030705,"119469","ordered","c","corn","man rows to place",35,"1094","Interrupted","Corn"
"typing-period",629,2034866,"42594","ordered","c","corn","man unloads wood",35,"293","Interrupted","Corn"
"typing-period",631,2047314,"388791","ordered","c","corn","man  hammers posts into ground",35,"362","Interrupted","Corn"
"typing-period",633,2056360,"58978","ordered","c","corn","man leaves",35,"824","Interrupted","Corn"
"typing-period",635,2065466,"128004","ordered","c","corn","man comes back with daughter",35,"210","Interrupted","Corn"
"typing-period",637,2071336,"93119","ordered","c","corn","man and daughter unload more wood",35,"576","Interrupted","Corn"
"typing-period",639,2077675,"115251","ordered","c","corn","man and daughter unload straw",35,"249","Interrupted","Corn"
"typing-period",641,2088396,"258040","ordered","c","corn","man makes fire",35,"351","Interrupted","Corn"
"typing-period",643,2092637,"60326","ordered","c","corn","man and daugher lie on ground",35,"223","Interrupted","Corn"
"typing-period",645,2099043,"99571","ordered","c","corn","daughter prepares food",35,"619","Interrupted","Corn"
"typing-period",647,2102277,"29578","ordered","c","corn","man and daughter eat",35,"217","Interrupted","Corn"
"typing-period",649,2110383,"42423","ordered","c","corn","man and daughter leave",35,"3394","Interrupted","Corn"
"typing-period",651,2119597,"166969","ordered","c","corn","army boat approaches and they nod head",35,"469","Interrupted","Corn"
"typing-period",653,2122257,"20347","ordered","c","corn","army boat leaves",35,"490","Interrupted","Corn"
"typing-period",655,2138372,"429101","ordered","c","corn","man climbs ladder",35,"545","Interrupted","Corn"
"typing-period",657,2142816,"56245","ordered","c","corn","man brings ladder inside",35,"355","Interrupted","Corn"
"typing-period",659,2148551,"87879","ordered","c","corn","man brings tool box inside",35,"229","Interrupted","Corn"
"typing-period",661,2204259,"87001","ordered","c","corn","man locks door to completed house",35,"50228","Interrupted","Corn"
"typing-period",663,2317155,"null","ordered","c","corn","",35,"null","Interrupted","Corn"
"typing-period",296,1250583,"247557.3199999053","jumbled","c","iron","the boy was in a motorcycle",36,"1293.375000008382","Jumbled","3Iron"
"typing-period",298,1282585,"1463560.7399939327","jumbled","c","iron","the girl looked like she was getting abused and beaten  with her bruises",36,"1244.399999966845","Jumbled","3Iron"
"typing-period",300,1315999,"2109983.9399983175","jumbled","c","iron","the guy started opening up to her and being kinder he was cooing for her and fixing things for her",36,"637.7799999900162","Jumbled","3Iron"
"typing-period",302,1343865,"978687.8500004532","jumbled","c","iron","at first the girl was resistant and was hiding from him and not opening up",36,"1509.3799999449402","Jumbled","3Iron"
"typing-period",304,1377964,"2480082.8850069083","jumbled","c","iron","eventually they started hanging out together and the dude was playing gold",36,"915.8849999075755","Jumbled","3Iron"
"typing-period",306,1390975,"284731.24999844003","jumbled","c","iron","they were hanging out and riding on a motorcycle",36,"2337.709999992512","Jumbled","3Iron"
"typing-period",308,1406568,"648182.5349960709","jumbled","c","iron","the boy and the girl were both fixing clocs and scales for some reason in many parts",36,"1040.9600000130013","Jumbled","3Iron"
"typing-period",310,1441003,"1448350.310003967","jumbled","c","iron","there was a girl in the camera of the door a lot",36,"5734.91500003729","Jumbled","3Iron"
"typing-period",312,1491419,"2075304.3049959233","jumbled","c","iron","the girl and bot at different times of the movie were both cleaning clothes in the shower",36,"19903.055000002496","Jumbled","3Iron"
"typing-period",314,1505650,"420946.9549988862","jumbled","c","iron","there were a lot of shower scenes for both the girl and the boy",36,"800.7699999725446","Jumbled","3Iron"
"typing-period",316,1531956,"1709845.150003559","jumbled","c","iron","the boy was taking pictures of himself with a red camera and at the end they took a picture together",36,"1216.2849999731407","Jumbled","3Iron"
"typing-period",318,1538986,"null","jumbled","c","iron","",36,"null","Jumbled","3Iron"
"typing-period",554,2268147,"453087.639998761","jumbled","c","corn","capslockcapslockthe man was n his boat rowing to shore",36,"1238.52499993518","Jumbled","Corn"
"typing-period",556,2288913,"510777.1050038282","jumbled","c","corn","he made it to an island where he started building a hut",36,"6019.179999944754","Jumbled","Corn"
"typing-period",558,2311994,"1303870.315002976","jumbled","c","corn","then appeared a girl and they started eating together builidng the house together and they became friends",36,"1448.4200000297278","Jumbled","Corn"
"typing-period",560,2334813,"1039275.514999521","jumbled","c","corn"," a quarrel happened between the girl and the man so she started eating alone away from him",36,"1513.9799999305978","Jumbled","Corn"
"typing-period",562,2358905,"875115.060001961","jumbled","c","corn","then the girl started helping him again and they were eating and he was smiling",36,"5654.880000045523","Jumbled","Corn"
"typing-period",564,2373482,"355029.9849984003","jumbled","c","corn","he put a lock on the house they built",36,"1445.4950001090765","Jumbled","Corn"
"typing-period",566,2390932,"527392.9900036892","jumbled","c","corn","the man saw the military men and smiled to loo nice",36,"1622.5400000112131","Jumbled","Corn"
"typing-period",568,2410356,"127845.52499779966","jumbled","c","corn","the girl was cleaning her muddy legs",36,"11309.5350000076","Jumbled","Corn"
"typing-period",570,2424671,"153612.2549980646","jumbled","c","corn","the girl and the man were both on the boat",36,"7178.680000011809","Jumbled","Corn"
"typing-period",572,2429864,"57093.67000043858","jumbled","c","corn","the man was chopping wood",36,"961.0749999992549","Jumbled","Corn"
"typing-period",574,2461359,"530957.8899993794","jumbled","c","corn","they were laying on the floor when they started to build the house",36,"13688.750000088476","Jumbled","Corn"
"typing-period",576,2481412,"474699.7800008394","jumbled","c","corn"," the ladder was put down when they finished building the house",36,"6346.90500004217","Jumbled","Corn"
"typing-period",578,2502415,"718970.1100027887","jumbled","c","corn","there was this metal cyclinder and pulley the man kept toying with",36,"4612.994999974035","Jumbled","Corn"
"typing-period",580,2525157,"361825.3799995873","jumbled","c","corn","they were on this island for most of the time",36,"11879.384999978356","Jumbled","Corn"
"typing-period",582,2550656,"94485.95500108786","jumbled","c","corn","the girl always had a serious face",36,"20456.144999945536","Jumbled","Corn"
"typing-period",584,2551799,"null","jumbled","c","corn","",36,"null","Jumbled","Corn"
"typing-period",292,979908,"113727.40500008513","ordered","f","corn","a guy rowing a boat",37,"1968.8650000025518","Interrupted","Corn"
"typing-period",294,991927,"154606.79000013624","ordered","f","corn","he statrted to cut wood ",37,"2248.6950000020443","Interrupted","Corn"
"typing-period",296,999969,"92260.25499984098","ordered","f","corn","he began carrying wood",37,"1806.9950000062818","Interrupted","Corn"
"typing-period",298,1014210,"355907.00999987894","ordered","f","corn","started to plant the wood into the ground",37,"2040.2850000100443","Interrupted","Corn"
"typing-period",300,1033769,"532107.0300004805","ordered","f","corn","he brings a young girl to the island",37,"3743.6699999962","Interrupted","Corn"
"typing-period",302,1052245,"425613.6849999258","ordered","f","corn","he starts to build a house ",37,"1131.4399999971502","Interrupted","Corn"
"typing-period",304,1076016,"586188.149999805","ordered","f","corn","young girl helps to move the supplies",37,"3100.8500000026543","Interrupted","Corn"
"typing-period",306,1107679,"1416356.7250004988","ordered","f","corn","army people pass by and they have a stare down with the guy and the young girl",37,"6405.999999988126","Interrupted","Corn"
"typing-period",308,1125047,"556484.609999628","ordered","f","corn","the girl and the man sat by the fire ",37,"1578.479999996489","Interrupted","Corn"
"typing-period",310,1130473,"35382.27499998221","ordered","f","corn","they eat together",37,"2013.1700000055134","Interrupted","Corn"
"typing-period",312,1146151,"414204.9399997196","ordered","f","corn","they travel back and forth to the  land ",37,"912.609999999404","Interrupted","Corn"
"typing-period",314,1270163,"null","ordered","f","corn","",37,"null","Interrupted","Corn"
"typing-period",558,1961691,"477723.5199998829","ordered","f","iron"," breaking and entering into multiple homes",37,"2752.854999998817","Interrupted","3Iron"
"typing-period",560,1980491,"397462.665000285","ordered","f","iron","pretending to be a food delivery guy",37,"1919.5000000034925","Interrupted","3Iron"
"typing-period",562,1994312,"260475.79499972332","ordered","f","iron","guy showers and listens to music",37,"3879.654999997001","Interrupted","3Iron"
"typing-period",564,2012591,"194459.07000014326","ordered","f","iron","stares at family from the balcany",37,"7134.760000000941","Interrupted","3Iron"
"typing-period",566,2028585,"202783.7699998587","ordered","f","iron","explores the house and starts cooking",37,"5815.105000001611","Interrupted","3Iron"
"typing-period",568,2041242,"247766.72500018845","ordered","f","iron","guy takes a shower and weighs himself",37,"2192.060000001453","Interrupted","3Iron"
"typing-period",570,2062007,"378565.21000034455","ordered","f","iron","finds a girl in the house and she looks beaten up",37,"5185.049999999814","Interrupted","3Iron"
"typing-period",572,2076941,"158977.15500001516","ordered","f","iron","girl gets on the motercycle with him ",37,"6756.209999992279","Interrupted","3Iron"
"typing-period",574,2090031,"251295.67000022484","ordered","f","iron","girl crying in tub",37,"1069.069999997504","Interrupted","3Iron"
"typing-period",576,2099054,"113654.52000015229","ordered","f","iron","girl cleaning clothes in shower ",37,"1511.0099999872036","Interrupted","3Iron"
"typing-period",578,2116639,"387712.9900002158","ordered","f","iron","they go to the park and practice golf together",37,"3388.6199999977835","Interrupted","3Iron"
"typing-period",580,2137038,"461124.18500019284","ordered","f","iron","guy makes the girl breakfast",37,"1108.904999986291","Interrupted","3Iron"
"typing-period",582,2148321,"149678.4599999832","ordered","f","iron"," he fixxes the clock",37,"1182.8299999907613","Interrupted","3Iron"
"typing-period",584,2167456,"575118.7300004712","ordered","f","iron","they take a picture together in front  of a boxing picture ",37,"1004.0549999978393","Interrupted","3Iron"
"typing-period",586,2178218,"227155.17500003567","ordered","f","iron","someone visits the house they broke into ",37,"1107.690000004135","Interrupted","3Iron"
"typing-period",588,2242547,"null","ordered","f","iron","",37,"null","Interrupted","3Iron"
"typing-period",329,1219017,"920492.6800164394","jumbled","f","corn","the girl and the man were building a house, using wood planks",38,"1795.1800003647804","Jumbled","Corn"
"typing-period",331,1241812,"773277.5249830447","jumbled","f","corn","the girl was wearing a pink scarf around her neck and scalp, at one point",38,"3500.8949995972216","Jumbled","Corn"
"typing-period",333,1260901,"796688.5500196368","jumbled","f","corn","the girl was washing her legs in the shallow parts of the water, at one point",38,"1520.1050001196563","Jumbled","Corn"
"typing-period",335,1276677,"515919.6600122377","jumbled","f","corn","the man ignitied the fire using some wood chips, and he breathed into it",38,"2381.6050002351403","Jumbled","Corn"
"typing-period",337,1288093,"181074.99499293044","jumbled","f","corn","the man broke what appeared to be bread",38,"3245.3600000590086","Jumbled","Corn"
"typing-period",339,1321351,"1855731.2049912289","jumbled","f","corn","the girl was sitting at a table of sorts, spreading what appeared to be jam on some sort of bread or cracker",38,"962.7899997867644","Jumbled","Corn"
