"subid","indiv_cond","movName","grain","group_cond","comparison_type","grainorder","min_corr","max_corr","act_corr","agreementIndex"
31,"Uninterrupted","3Iron","f","Jumbled","crossCond","2",-0.467433538901497,0.762146151283608,0.195214198324014,0.538922155688627
32,"Uninterrupted","3Iron","f","Uninterrupted","same","1",-0.363953076969024,0.6875293537748,0.297936261905582,0.629482071713155
32,"Uninterrupted","3Iron","f","random","random","1",-0.489653120280114,0.586632345010304,-0.00267805729624995,0.452459016393445
32,"Uninterrupted","3Iron","f","Interrupted","crossCond","1",-0.387682157162396,0.655446113905848,0.27630910769066,0.636538461538462
32,"Uninterrupted","3Iron","f","Jumbled","crossCond","1",-0.362569725446394,0.667487229352209,0.279769162096549,0.623595505617972
33,"Uninterrupted","3Iron","f","Uninterrupted","same","2",-0.347806393881068,0.673383395666116,0.203550278206386,0.539915966386558
33,"Uninterrupted","3Iron","f","random","random","2",-0.477551745063347,0.544345031279347,0.0351769510807193,0.501742160278743
33,"Uninterrupted","3Iron","f","Interrupted","crossCond","2",-0.376880478279121,0.644820180289453,0.145368134214351,0.511156186612578
33,"Uninterrupted","3Iron","f","Jumbled","crossCond","2",-0.353651540929552,0.656694916033771,0.120633383641003,0.469428007889547
35,"Uninterrupted","3Iron","f","Uninterrupted","same","2",-0.446489064601436,0.745670747465105,0.208359282871736,0.549295774647889
35,"Uninterrupted","3Iron","f","random","random","2",-0.539631859136734,0.667184772557167,-0.0314985405287732,0.42105263157895
35,"Uninterrupted","3Iron","f","Interrupted","crossCond","2",-0.47931724748253,0.728242715079104,0.209796971152641,0.570666666666665
35,"Uninterrupted","3Iron","f","Jumbled","crossCond","2",-0.44269667720976,0.74633731754845,0.188977632505542,0.531250000000003
2,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.41062565352344,0.754028451130118,0.177516362235988,0.504992867332381
2,"Uninterrupted","Corn","f","random","random","1",-0.587080792713294,0.621898746868065,-0.0302355367977425,0.460591133004926
2,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.434012348099818,0.746158497358475,0.165176776803274,0.50771388499299
2,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.388906232049609,0.755385841308639,0.284591388269818,0.588571428571429
4,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.411035618518855,0.759473981080285,0.103726306234829,0.439775910364146
4,"Uninterrupted","Corn","f","random","random","1",-0.540077078414647,0.657598371547668,0.00972430680378698,0.459057071960299
4,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.437014324507908,0.747392032887882,0.150253827700844,0.495833333333338
4,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.391120031179363,0.755861518916376,0.119010573254162,0.444759206798875
5,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.320549384899069,0.687156940291955,0.182260603446769,0.498964803312636
5,"Uninterrupted","Corn","f","random","random","2",-0.444281610644034,0.58318183213443,0.0086861436991606,0.440860215053764
5,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.345860051094394,0.671595563793441,0.147198522034005,0.484599589322384
5,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.324785895658105,0.698628886687007,0.127084744127342,0.44153225806452
6,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.443118143809037,0.776186758534332,0.147787307019107,0.484624846248456
6,"Uninterrupted","Corn","f","random","random","1",-0.601962880924025,0.7014316630111,0.0170842271173011,0.474949899799595
6,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.489908038417459,0.774459014249756,0.184122151597799,0.533096926713943
6,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.430772894818663,0.770690959652822,0.122727038138096,0.460687960687956
7,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.42240547643344,0.753383610946692,0.251823231015312,0.573426573426578
7,"Uninterrupted","Corn","f","random","random","2",-0.550962736618127,0.663795337597156,-0.0644698185464698,0.400485436893206
7,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.442995227610568,0.749960780864355,0.179487267274852,0.521798365122619
7,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.39554410761316,0.756943623643084,0.196751119174524,0.513927576601675
8,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.492480214123463,0.791471344040905,0.214040156801587,0.550270270270277
8,"Uninterrupted","Corn","f","random","random","1",-0.611323110918724,0.726930596648987,0.0395784978204365,0.486381322957199
8,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.526575862381963,0.787288584437442,0.272691676099845,0.608333333333337
8,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.478907607594213,0.779474418072917,0.242871126784148,0.573576799140715
9,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.331653166165022,0.69224686290258,0.292575624192091,0.60965794768612
9,"Uninterrupted","Corn","f","random","random","2",-0.472851594224727,0.563911405658263,-0.0290442749765743,0.428070175438593
9,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.352478882986955,0.67972240714033,0.209610928468485,0.544554455445533
9,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.331229920439689,0.70432677783676,0.221874436924332,0.534113060428842
10,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.500797791643536,0.79244340118703,0.342861698958381,0.652360515021462
10,"Uninterrupted","Corn","f","random","random","1",-0.624490671916002,0.726229344533052,0.00021733569169272,0.462500000000005
10,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.534351298502934,0.791384950121375,0.317619305942949,0.642639593908635
10,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.4898401547074,0.78091620074672,0.317010376422991,0.634937238493726
11,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.328184789973726,0.699277768353094,0.161083094943809,0.476190476190478
11,"Uninterrupted","Corn","f","random","random","2",-0.499864510282624,0.515369135915896,0.00390673082345643,0.496212121212118
11,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.352478882986955,0.67972240714033,0.11558863273412,0.453465346534644
11,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.331229920439689,0.70432677783676,0.149203791431249,0.463937621832352
12,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.418399427702776,0.751085613685576,0.352397531394098,0.659090909090914
12,"Uninterrupted","Corn","f","random","random","1",-0.551983569610307,0.665723350965773,0.0461882510235603,0.491228070175442
12,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.442995227610568,0.749960780864355,0.359893421145042,0.673024523160769
12,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.39554410761316,0.756943623643084,0.39578799755304,0.6866295264624
13,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.435787667381051,0.756826281126325,0.320005888919415,0.633728590250336
13,"Uninterrupted","Corn","f","random","random","2",-0.5775167562781,0.689354670588477,0.0315560451000638,0.480769230769232
13,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.472489117685111,0.764553134002093,0.289122716376045,0.615671641791048
13,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.417594142602271,0.764607556616125,0.314823876707845,0.619537275064272
14,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.266575848792141,0.64568698283105,0.143210663808649,0.449197860962565
14,"Uninterrupted","Corn","f","random","random","1",-0.409834329071236,0.491643582250072,0.0502950214990163,0.510416666666668
14,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.304860984123285,0.618687701957577,0.181475823972491,0.526595744680853
14,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.27008268377711,0.658999691198447,0.135026341342778,0.436031331592687
15,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.504085299272476,0.786831310400326,0.410959189590476,0.708833151581248
15,"Uninterrupted","Corn","f","random","random","2",-0.601377446443457,0.740306651253679,0.00958981115998041,0.455373406193083
15,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.531223377081243,0.789690140641507,0.375126513540839,0.686153846153854
15,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.48546624165719,0.78027346105438,0.337398364228248,0.650105708245251
16,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.408720232096606,0.75100687752498,0.0515153114065147,0.396848137535815
16,"Uninterrupted","Corn","f","random","random","1",-0.551999824045745,0.63000129650196,0.00313526687112099,0.469656992084435
16,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.427984306431615,0.742123401235578,0.140305826661765,0.485673352435531
16,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.384475206137474,0.754573652830288,0.176771251987629,0.492732558139534
17,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.434892476676804,0.768447209009274,0.0625690621592883,0.413400758533504
17,"Uninterrupted","Corn","f","random","random","2",-0.589866649743313,0.715026281363758,-0.0285601560963671,0.430155210643017
17,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.475405189628292,0.766150871124729,0.115520383060571,0.475955610357585
17,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.419793028988238,0.765552703230398,0.076116920205277,0.418367346938779
18,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.322819489319799,0.697056611136604,0.110166138841773,0.424547283702214
18,"Uninterrupted","Corn","f","random","random","1",-0.465782896592007,0.599900538761176,-0.0159096124636708,0.422145328719726
18,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.34917683726505,0.675647615819473,0.0702573642997857,0.409274193548388
18,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.329036355457764,0.701451027362701,0.123969979168263,0.43960396039604
19,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.448350159191899,0.782494633863146,0.218232045359914,0.541564792176037
19,"Uninterrupted","Corn","f","random","random","2",-0.580623877265725,0.730055238535859,0.019086442800833,0.457556935817802
19,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.492794187509078,0.776180414555082,0.203431033787551,0.548651817116059
19,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.43296619894033,0.771795767858366,0.229652882798946,0.549999999999994
20,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.443553877676644,0.771479438012194,0.256195547544404,0.57590966122961
20,"Uninterrupted","Corn","f","random","random","1",-0.579306441781821,0.705999915076713,-0.068344488440527,0.397540983606551
20,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.487017283949841,0.772756799012541,0.206684296894751,0.550655542312269
20,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.42857875000252,0.769610908827996,0.220934951195204,0.542079207920787
21,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.263277883443012,0.642516869661861,-0.0440562809628435,0.242021276595744
21,"Uninterrupted","Corn","f","random","random","2",-0.424086406313259,0.535117835280033,0.0396047436512697,0.48341232227488
21,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.304860984123285,0.618687701957577,0.034101033640438,0.367021276595747
21,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.27008268377711,0.658999691198447,0.0331426344263991,0.326370757180155
22,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.407216471556674,0.755494883718404,0.0561951045745476,0.39856115107914
22,"Uninterrupted","Corn","f","random","random","1",-0.555737830255939,0.653244899327141,-0.043662438527766,0.423558897243109
22,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.424957813586789,0.739302818047355,0.0981158035242039,0.449275362318841
22,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.382258037158426,0.754240795501716,0.0843397240510208,0.410557184750737
23,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.286540144374682,0.659906557072719,0.212075678826866,0.526829268292673
23,"Uninterrupted","Corn","f","random","random","2",-0.437094569100597,0.564385460480923,-0.0604696007109685,0.376068376068373
23,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.318774088987427,0.640373885319661,0.192001097330322,0.532530120481925
23,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.289186656317941,0.676333583572857,0.222105385610045,0.529550827423166
24,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.423891224653051,0.760128906466608,0.240394418183622,0.561042524005481
24,"Uninterrupted","Corn","f","random","random","1",-0.579403184399809,0.670184725972257,0.00881032844512209,0.47072599531616
24,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.448946738055179,0.752657020934227,0.200047805570118,0.54010695187166
24,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.399963430592682,0.758189840500481,0.240987146834223,0.553424657534249
25,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.452386690842784,0.775004237926623,0.360778905801453,0.662515566625154
25,"Uninterrupted","Corn","f","random","random","2",-0.607048898571062,0.712104083417874,-0.0109462958312949,0.451882845188282
25,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.492794187509078,0.776180414555082,0.310542606294726,0.633059788980068
25,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.43296619894033,0.771795767858366,0.244345101906247,0.562195121951214
26,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.47193963943756,0.785828682300302,0.218125559705954,0.548642533936654
26,"Uninterrupted","Corn","f","random","random","1",-0.617262955999546,0.707835897732348,-0.00939611138932801,0.458733205374281
26,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.515951194760903,0.78239561912909,0.300954584356913,0.629189189189193
26,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.463607661462587,0.778446376475892,0.194847325167751,0.530133928571433
27,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.303200106550501,0.669927401726534,0.358257531564073,0.679723502304147
27,"Uninterrupted","Corn","f","random","random","2",-0.440966944768169,0.543484085988056,-0.0278835710783028,0.419607843137254
27,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.329048071115769,0.651776135908988,0.383269961587734,0.726244343891406
27,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.302899251387249,0.685492121326076,0.402781506957959,0.713968957871393
28,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.43145535701149,0.760239219973245,0.3904586534021,0.689701897018969
28,"Uninterrupted","Corn","f","random","random","1",-0.553591904458492,0.692904917059318,0.0316178709019846,0.469483568075119
28,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.460767746513728,0.758397574052868,0.373480688049242,0.684278350515467
28,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.408787884567952,0.761130923153166,0.359262261084506,0.656498673740053
29,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.378987164398049,0.715857985152524,0.41435157563774,0.724612736660933
29,"Uninterrupted","Corn","f","random","random","2",-0.510865199124385,0.615410318438501,-0.0769460195534162,0.38526912181303
29,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.387901591592347,0.70709477028602,0.286793136433719,0.616161616161617
29,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.35559205142529,0.733114691784256,0.37263988383193,0.668896321070233
30,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.38442323301731,0.729018444118227,0.244834522627693,0.565146579804561
30,"Uninterrupted","Corn","f","random","random","1",-0.544299610684313,0.612807621818775,-0.00307203419093253,0.467741935483872
30,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.397304339751315,0.714812066779723,0.279323117943952,0.608414239482207
30,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.362264265174716,0.73784524554307,0.233110025763023,0.541195476575124
31,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.428870026477813,0.760807969144394,0.19459758620121,0.524064171122999
31,"Uninterrupted","Corn","f","random","random","2",-0.575959340005372,0.701863075326445,-0.0907103215249312,0.379746835443041
31,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.457822280016775,0.756921375061919,0.213524993596293,0.552665799739926
31,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.406583521538497,0.760342689704797,0.281403723325534,0.589572192513372
32,"Uninterrupted","Corn","f","Uninterrupted","same","1",-0.36547267223647,0.706033675014996,0.480762687932887,0.789762340036572
32,"Uninterrupted","Corn","f","random","random","1",-0.485413175032104,0.616780930505854,-0.0661736993060179,0.380368098159501
32,"Uninterrupted","Corn","f","Interrupted","crossCond","1",-0.375201473309387,0.697267049101118,0.388121318441857,0.711743772241988
32,"Uninterrupted","Corn","f","Jumbled","crossCond","1",-0.346703165287527,0.725665221734509,0.459928943052435,0.752196836555372
33,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.320020064505214,0.690188050711092,0.161130604804002,0.476288659793821
33,"Uninterrupted","Corn","f","random","random","2",-0.46813266386279,0.580790349431594,0.00498296101474818,0.451048951048952
33,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.345860051094394,0.671595563793441,0.20987545929609,0.546201232032857
33,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.324785895658105,0.698628886687007,0.153908115438806,0.467741935483875
35,"Uninterrupted","Corn","f","Uninterrupted","same","2",-0.399507213272441,0.737194074703589,0.358891280124814,0.66719242902208
35,"Uninterrupted","Corn","f","random","random","2",-0.505306280127338,0.653520500525709,0.0679757515713899,0.494708994708993
35,"Uninterrupted","Corn","f","Interrupted","crossCond","2",-0.406610136037701,0.722775438109947,0.360386920548551,0.679127725856697
35,"Uninterrupted","Corn","f","Jumbled","crossCond","2",-0.368934981901729,0.742977689857489,0.385080798634987,0.678124999999997
1,"Interrupted","3Iron","c","Interrupted","same","1",-0.268600320177723,0.73199460433274,0.207519197804943,0.475836431226758
1,"Interrupted","3Iron","c","random","random","1",-0.394758171259762,0.58926001074345,-0.0284847368474612,0.372222222222216
1,"Interrupted","3Iron","c","Uninterrupted","crossCond","1",-0.247444721682053,0.761455239580817,0.208428594147835,0.451851851851851
1,"Interrupted","3Iron","c","Jumbled","crossCond","1",-0.263977928438339,0.74734879764164,0.190779726913058,0.449664429530199
2,"Interrupted","3Iron","c","Interrupted","same","2",-0.277739609512978,0.736829986069074,0.165241481515802,0.436619718309856
2,"Interrupted","3Iron","c","random","random","2",-0.390315786786534,0.613772256615242,0.0414420718762261,0.429999999999996
2,"Interrupted","3Iron","c","Uninterrupted","crossCond","2",-0.258304857942001,0.77309000646878,0.221329816766507,0.465034965034963
2,"Interrupted","3Iron","c","Jumbled","crossCond","2",-0.275563692939479,0.752877488664494,0.245207478637057,0.506369426751594
3,"Interrupted","3Iron","c","Interrupted","same","1",-0.297671601000219,0.757408851433878,0.102531329233409,0.379310344827591
3,"Interrupted","3Iron","c","random","random","1",-0.408299585381769,0.689572633089189,-0.0045366620597974,0.367768595041329
3,"Interrupted","3Iron","c","Uninterrupted","crossCond","1",-0.281752365689938,0.777473707585344,0.104949216616916,0.36507936507937
3,"Interrupted","3Iron","c","Jumbled","crossCond","1",-0.300577863701605,0.768322025932439,0.133090091521352,0.405714285714288
4,"Interrupted","3Iron","c","Interrupted","same","2",-0.19934995795827,0.668589582604364,0.126127369752721,0.375000000000004
4,"Interrupted","3Iron","c","random","random","2",-0.270806491234661,0.555810414216907,-0.0144911717147902,0.310077519379851
4,"Interrupted","3Iron","c","Uninterrupted","crossCond","2",-0.183516289261833,0.684587887567128,0.102618607011405,0.329608938547492
4,"Interrupted","3Iron","c","Jumbled","crossCond","2",-0.195778069318756,0.671934563120626,0.094927685711699,0.335025380710663
5,"Interrupted","3Iron","c","Interrupted","same","1",-0.233083745667519,0.712244528854309,0.132717195343108,0.386956521739138
5,"Interrupted","3Iron","c","random","random","1",-0.336025722011902,0.612033197885141,-0.0634587825414965,0.287500000000006
5,"Interrupted","3Iron","c","Uninterrupted","crossCond","1",-0.215721302060841,0.733615031003345,0.128728163918215,0.362831858407095
5,"Interrupted","3Iron","c","Jumbled","crossCond","1",-0.230134884474165,0.712187474038491,0.200968056869686,0.457489878542515
6,"Interrupted","3Iron","c","Interrupted","same","2",-0.223927535426924,0.694255914662692,0.254933689739423,0.521531100478461
6,"Interrupted","3Iron","c","random","random","2",-0.326386728642455,0.56368081718015,0.0642184533372515,0.438848920863312
6,"Interrupted","3Iron","c","Uninterrupted","crossCond","2",-0.203315271625539,0.721467216268912,0.336509912695622,0.583732057416267
6,"Interrupted","3Iron","c","Jumbled","crossCond","2",-0.216899935705843,0.695342030436921,0.23319301675226,0.49339207048458
7,"Interrupted","3Iron","c","Interrupted","same","1",-0.18430381173659,0.666630808408961,0.124666496768633,0.36309523809523
7,"Interrupted","3Iron","c","random","random","1",-0.255774276711369,0.489327029382225,-0.0238087757577073,0.311320754716976
7,"Interrupted","3Iron","c","Uninterrupted","crossCond","1",-0.169300574183528,0.660639128122891,0.08124726047501,0.301886792452826
7,"Interrupted","3Iron","c","Jumbled","crossCond","1",-0.180612520455432,0.653746495609278,0.0279772335607437,0.249999999999997
8,"Interrupted","3Iron","c","Interrupted","same","2",-0.204907761884038,0.67149623070658,0.202830994027105,0.46524064171123
8,"Interrupted","3Iron","c","random","random","2",-0.299053608053291,0.528581200596534,0.00874446127928438,0.371900826446276
8,"Interrupted","3Iron","c","Uninterrupted","crossCond","2",-0.186931297102838,0.690683771984743,0.232797648982513,0.478260869565202
8,"Interrupted","3Iron","c","Jumbled","crossCond","2",-0.199421253498807,0.675619937678811,0.151461600389248,0.400990099009901
9,"Interrupted","3Iron","c","Interrupted","same","1",-0.181542975790737,0.645306612079041,0.182478855346902,0.440251572327045
9,"Interrupted","3Iron","c","random","random","1",-0.263682786372083,0.514298129921818,-0.0219799774264055,0.310679611650485
9,"Interrupted","3Iron","c","Uninterrupted","crossCond","1",-0.165589477772423,0.654814671824763,0.233957997680752,0.487012987012987
9,"Interrupted","3Iron","c","Jumbled","crossCond","1",-0.176653464322897,0.645867409085686,0.157193243119412,0.405882352941179
10,"Interrupted","3Iron","c","Interrupted","same","2",-0.129274305672087,0.571854295072486,0.0810642745512816,0.299999999999996
10,"Interrupted","3Iron","c","random","random","2",-0.18960073588114,0.417104160307219,0.0160619407928775,0.338983050847453
10,"Interrupted","3Iron","c","Uninterrupted","crossCond","2",-0.118462188194251,0.568176998527165,0.129896666577322,0.361702127659571
10,"Interrupted","3Iron","c","Jumbled","crossCond","2",-0.126377329147364,0.537047330993436,0.145626781510364,0.41
11,"Interrupted","3Iron","c","Interrupted","same","1",-0.140291600184504,0.585236364414662,0.127696206559332,0.369369369369369
11,"Interrupted","3Iron","c","random","random","1",-0.201448056113762,0.418002326212325,0.0425778520753025,0.393939393939394
11,"Interrupted","3Iron","c","Uninterrupted","crossCond","1",-0.128176122534265,0.589927613494481,0.0818353474364044,0.292452830188677
11,"Interrupted","3Iron","c","Jumbled","crossCond","1",-0.136740307377944,0.564677926327139,0.109371353571204,0.350877192982452
12,"Interrupted","3Iron","c","Interrupted","same","2",-0.194767293812179,0.664543088625058,0.0868955537644753,0.327777777777783
12,"Interrupted","3Iron","c","random","random","2",-0.266576315075009,0.563249240337229,-0.0378842328747877,0.2755905511811
12,"Interrupted","3Iron","c","Uninterrupted","crossCond","2",-0.18004901855161,0.678526438142977,0.0666680667054566,0.287356321839082
12,"Interrupted","3Iron","c","Jumbled","crossCond","2",-0.192079130286241,0.668362330827257,0.0812902922550283,0.317708333333335
13,"Interrupted","3Iron","c","Interrupted","same","1",-0.306630332071451,0.745400633228363,0.176377595393241,0.459119496855344
13,"Interrupted","3Iron","c","random","random","1",-0.420007020232453,0.681149647132924,-0.034828762100534,0.349794238683125
13,"Interrupted","3Iron","c","Uninterrupted","crossCond","1",-0.286805429951592,0.777618561794595,0.177429332803749,0.436137071651085
13,"Interrupted","3Iron","c","Jumbled","crossCond","1",-0.305968552284454,0.772192224316565,0.21805372461101,0.48603351955307
14,"Interrupted","3Iron","c","Interrupted","same","2",-0.136180834366057,0.559996170998475,0.218732933074684,0.509803921568626
14,"Interrupted","3Iron","c","random","random","2",-0.197042179989203,0.434995091698428,-0.0489084444374157,0.234374999999999
14,"Interrupted","3Iron","c","Uninterrupted","crossCond","2",-0.123406338968993,0.579012811134765,0.206730661579771,0.469999999999996
14,"Interrupted","3Iron","c","Jumbled","crossCond","2",-0.131651827106064,0.55095558545712,0.168185073739446,0.439252336448597
15,"Interrupted","3Iron","c","Interrupted","same","1",-0.166553046440473,0.642742503409527,0.0412390541966883,0.256756756756756
15,"Interrupted","3Iron","c","random","random","1",-0.237823635753158,0.480525705060224,-0.0348118655232889,0.282608695652174
15,"Interrupted","3Iron","c","Uninterrupted","crossCond","1",-0.154005382139643,0.637990512405247,0.0112311713984994,0.20863309352518
15,"Interrupted","3Iron","c","Jumbled","crossCond","1",-0.164295368554332,0.622284083634565,0.0478740889439876,0.269736842105262
16,"Interrupted","3Iron","c","Interrupted","same","2",-0.211499534436742,0.686537992144551,0.1830927120914,0.439393939393937
16,"Interrupted","3Iron","c","random","random","2",-0.289207437280513,0.53565395550488,-0.0349268575496781,0.308270676691729
16,"Interrupted","3Iron","c","Uninterrupted","crossCond","2",-0.193615794001211,0.702951814903875,0.17610280760914,0.412371134020626
16,"Interrupted","3Iron","c","Jumbled","crossCond","2",-0.206552380127374,0.683279691694071,0.137627949539414,0.386792452830192
17,"Interrupted","3Iron","c","Interrupted","same","1",-0.169743375457723,0.637908884213795,-0.0103383242067685,0.197368421052628
17,"Interrupted","3Iron","c","random","random","1",-0.25051411522861,0.447413203776446,0.0161098043912956,0.382022471910107
17,"Interrupted","3Iron","c","Uninterrupted","crossCond","1",-0.157947411742077,0.643468457743217,0.0201450036990969,0.222222222222219
17,"Interrupted","3Iron","c","Jumbled","crossCond","1",-0.168500787854528,0.630125151504697,-0.0219175458202425,0.183544303797465
18,"Interrupted","3Iron","c","Interrupted","same","2",-0.16322735367686,0.631279063830456,0.0959733215382877,0.326241134751767
18,"Interrupted","3Iron","c","random","random","2",-0.229708391652121,0.476043782700004,0.00818559970252543,0.33707865168539
18,"Interrupted","3Iron","c","Uninterrupted","crossCond","2",-0.149974149145884,0.632679890492301,0.0778132205995594,0.291044776119405
18,"Interrupted","3Iron","c","Jumbled","crossCond","2",-0.159994785670564,0.614482647425678,0.152978971539555,0.404109589041089
19,"Interrupted","3Iron","c","Interrupted","same","1",-0.29167274402965,0.762985313152734,0.285538760239083,0.547297297297293
19,"Interrupted","3Iron","c","random","random","1",-0.397148330046587,0.626520105946852,-0.0381366510725838,0.350710900473934
19,"Interrupted","3Iron","c","Uninterrupted","crossCond","1",-0.26626092907028,0.778647162841309,0.180551622016497,0.42760942760943
19,"Interrupted","3Iron","c","Jumbled","crossCond","1",-0.284051354994563,0.75761856246009,0.188854006303872,0.453987730061353
21,"Interrupted","3Iron","c","Interrupted","same","1",-0.295986905021497,0.750953778189928,0.213707901278805,0.486842105263161
21,"Interrupted","3Iron","c","random","random","1",-0.39446955482505,0.665763805372904,-0.0502379443711646,0.324675324675329
21,"Interrupted","3Iron","c","Uninterrupted","crossCond","1",-0.274072275205662,0.777736396317561,0.220896511393505,0.470588235294121
21,"Interrupted","3Iron","c","Jumbled","crossCond","1",-0.29238462214658,0.762786507123518,0.27890625553516,0.541420118343195
22,"Interrupted","3Iron","c","Interrupted","same","2",-0.195804720923237,0.663283399412071,0.130552777304707,0.379888268156431
22,"Interrupted","3Iron","c","random","random","2",-0.278135542953327,0.526316246740487,0.049099083362797,0.406779661016945
22,"Interrupted","3Iron","c","Uninterrupted","crossCond","2",-0.18004901855161,0.678526438142977,0.140683192282577,0.373563218390807
22,"Interrupted","3Iron","c","Jumbled","crossCond","2",-0.192079130286241,0.668362330827257,0.112660553858124,0.354166666666669
23,"Interrupted","3Iron","c","Interrupted","same","1",-0.155293631845704,0.615906723792768,0.161556126672423,0.410852713178288
23,"Interrupted","3Iron","c","random","random","1",-0.207115794933113,0.422773424284702,0.0241093614886193,0.367088607594941
23,"Interrupted","3Iron","c","Uninterrupted","crossCond","1",-0.141613116466954,0.622712598451786,0.154254902211268,0.387096774193548
